DISTRICT,STATE,ASSESSMENT UNIT,S.No,Rainfall_mm_C,Rainfall_mm_NC,Rainfall_mm_PQ,Rainfall_mm_Total,Total_Geographical_Area_ha_Recharge_Worthy_Area_ha_C,Total_Geographical_Area_ha_Recharge_Worthy_Area_ha_NC,Total_Geographical_Area_ha_Recharge_Worthy_Area_ha_PQ,Total_Geographical_Area_ha_Recharge_Worthy_Area_ha_Total,Total_Geographical_Area_ha_Hilly_Area,Total_Geographical_Area_ha_Total,Ground_Water_Recharge_ham_Rainfall_Recharge_C,Ground_Water_Recharge_ham_Rainfall_Recharge_NC,Ground_Water_Recharge_ham_Rainfall_Recharge_PQ,Ground_Water_Recharge_ham_Rainfall_Recharge_Total,Ground_Water_Recharge_ham_Canals_C,Ground_Water_Recharge_ham_Canals_NC,Ground_Water_Recharge_ham_Canals_PQ,Ground_Water_Recharge_ham_Canals_Total,Ground_Water_Recharge_ham_Surface_Water_Irrigation_C,Ground_Water_Recharge_ham_Surface_Water_Irrigation_NC,Ground_Water_Recharge_ham_Surface_Water_Irrigation_PQ,Ground_Water_Recharge_ham_Surface_Water_Irrigation_Total,Ground_Water_Recharge_ham_Ground_Water_Irrigation_C,Ground_Water_Recharge_ham_Ground_Water_Irrigation_NC,Ground_Water_Recharge_ham_Ground_Water_Irrigation_PQ,Ground_Water_Recharge_ham_Ground_Water_Irrigation_Total,Ground_Water_Recharge_ham_Tanks_and_Ponds_C,Ground_Water_Recharge_ham_Tanks_and_Ponds_NC,Ground_Water_Recharge_ham_Tanks_and_Ponds_PQ,Ground_Water_Recharge_ham_Tanks_and_Ponds_Total,Ground_Water_Recharge_ham_Water_Conservation_Structure_C,Ground_Water_Recharge_ham_Water_Conservation_Structure_NC,Ground_Water_Recharge_ham_Water_Conservation_Structure_PQ,Ground_Water_Recharge_ham_Water_Conservation_Structure_Total,Ground_Water_Recharge_ham_Pipelines_C,Ground_Water_Recharge_ham_Pipelines_NC,Ground_Water_Recharge_ham_Pipelines_PQ,Ground_Water_Recharge_ham_Pipelines_Total,Ground_Water_Recharge_ham_Sewages_and_Flash_Flood_Channels_C,Ground_Water_Recharge_ham_Sewages_and_Flash_Flood_Channels_NC,Ground_Water_Recharge_ham_Sewages_and_Flash_Flood_Channels_PQ,Ground_Water_Recharge_ham_Sewages_and_Flash_Flood_Channels_Total,Ground_Water_Recharge_ham_C,Ground_Water_Recharge_ham_NC,Ground_Water_Recharge_ham_PQ,Ground_Water_Recharge_ham_Total,Inflows_and_Outflows_ham_Base_Flow_C,Inflows_and_Outflows_ham_Base_Flow_NC,Inflows_and_Outflows_ham_Base_Flow_PQ,Inflows_and_Outflows_ham_Base_Flow_Total,Inflows_and_Outflows_ham_Stream_Recharges_C,Inflows_and_Outflows_ham_Stream_Recharges_NC,Inflows_and_Outflows_ham_Stream_Recharges_PQ,Inflows_and_Outflows_ham_Stream_Recharges_Total,Inflows_and_Outflows_ham_Lateral_Flows_C,Inflows_and_Outflows_ham_Lateral_Flows_NC,Inflows_and_Outflows_ham_Lateral_Flows_PQ,Inflows_and_Outflows_ham_Lateral_Flows_Total,Inflows_and_Outflows_ham_Vertical_Flows_C,Inflows_and_Outflows_ham_Vertical_Flows_NC,Inflows_and_Outflows_ham_Vertical_Flows_PQ,Inflows_and_Outflows_ham_Vertical_Flows_Total,Inflows_and_Outflows_ham_Evaporation_C,Inflows_and_Outflows_ham_Evaporation_NC,Inflows_and_Outflows_ham_Evaporation_PQ,Inflows_and_Outflows_ham_Evaporation_Total,Inflows_and_Outflows_ham_Transpiration_C,Inflows_and_Outflows_ham_Transpiration_NC,Inflows_and_Outflows_ham_Transpiration_PQ,Inflows_and_Outflows_ham_Transpiration_Total,Inflows_and_Outflows_ham_Evapotranspiration_C,Inflows_and_Outflows_ham_Evapotranspiration_NC,Inflows_and_Outflows_ham_Evapotranspiration_PQ,Inflows_and_Outflows_ham_Evapotranspiration_Total,Inflows_and_Outflows_ham_C,Inflows_and_Outflows_ham_NC,Inflows_and_Outflows_ham_PQ,Inflows_and_Outflows_ham_Total,Annual_Ground_water_Recharge_ham_Total_C,Annual_Ground_water_Recharge_ham_Total_NC,Annual_Ground_water_Recharge_ham_Total_PQ,Annual_Ground_water_Recharge_ham_Total_Total,Environmental_Flows_ham_Total_C,Environmental_Flows_ham_Total_NC,Environmental_Flows_ham_Total_PQ,Environmental_Flows_ham_Total_Total,Annual_Extractable_Ground_water_Resource_ham_Total_C,Annual_Extractable_Ground_water_Resource_ham_Total_NC,Annual_Extractable_Ground_water_Resource_ham_Total_PQ,Annual_Extractable_Ground_water_Resource_ham_Total_Total,Ground_Water_Extraction_for_all_uses_ha.m_Domestic_C,Ground_Water_Extraction_for_all_uses_ha.m_Domestic_NC,Ground_Water_Extraction_for_all_uses_ha.m_Domestic_PQ,Ground_Water_Extraction_for_all_uses_ha.m_Domestic_Total,Ground_Water_Extraction_for_all_uses_ha.m_Industrial_C,Ground_Water_Extraction_for_all_uses_ha.m_Industrial_NC,Ground_Water_Extraction_for_all_uses_ha.m_Industrial_PQ,Ground_Water_Extraction_for_all_uses_ha.m_Industrial_Total,Ground_Water_Extraction_for_all_uses_ha.m_Irrigation_C,Ground_Water_Extraction_for_all_uses_ha.m_Irrigation_NC,Ground_Water_Extraction_for_all_uses_ha.m_Irrigation_PQ,Ground_Water_Extraction_for_all_uses_ha.m_Irrigation_Total,Ground_Water_Extraction_for_all_uses_ha.m_C,Ground_Water_Extraction_for_all_uses_ha.m_NC,Ground_Water_Extraction_for_all_uses_ha.m_PQ,Ground_Water_Extraction_for_all_uses_ha.m_Total,Stage_of_Ground_Water_Extraction_%_Total_C,Stage_of_Ground_Water_Extraction_%_Total_NC,Stage_of_Ground_Water_Extraction_%_Total_PQ,Stage_of_Ground_Water_Extraction_%_Total_Total,Allocation_of_Ground_Water_Resource_for_Domestic_Utilisation_for_projected_year_2025_ham_Total_C,Allocation_of_Ground_Water_Resource_for_Domestic_Utilisation_for_projected_year_2025_ham_Total_NC,Allocation_of_Ground_Water_Resource_for_Domestic_Utilisation_for_projected_year_2025_ham_Total_PQ,Allocation_of_Ground_Water_Resource_for_Domestic_Utilisation_for_projected_year_2025_ham_Total_Total,Net_Annual_Ground_Water_Availability_for_Future_Use_ham_Total_C,Net_Annual_Ground_Water_Availability_for_Future_Use_ham_Total_NC,Net_Annual_Ground_Water_Availability_for_Future_Use_ham_Total_PQ,Net_Annual_Ground_Water_Availability_for_Future_Use_ham_Total_Total,Quality_Tagging_Major_Parameter_Present_C,Quality_Tagging_Major_Parameter_Present_NC,Quality_Tagging_Major_Parameter_Present_PQ,Quality_Tagging_Other_Parameters_Present_C,Quality_Tagging_Other_Parameters_Present_NC,Quality_Tagging_Other_Parameters_Present_PQ,Additional_Potential_Resources_Under_Specific_Conditionsham_Other_Parameters_Present_Waterlogged_and_shallow_water_Table,Additional_Potential_Resources_Under_Specific_Conditionsham_Other_Parameters_Present_Flood_Prone,Additional_Potential_Resources_Under_Specific_Conditionsham_Other_Parameters_Present_Spring_Discharge,Coastal_Areas_Other_Parameters_Present_C,Coastal_Areas_Other_Parameters_Present_NC,Coastal_Areas_Other_Parameters_Present_PQ,Coastal_Areas_Other_Parameters_Present_Total,In-Storage_Unconfined_Ground_Water_Resourcesham_Other_Parameters_Present_Fresh,In-Storage_Unconfined_Ground_Water_Resourcesham_Other_Parameters_Present_Saline,Total_Ground_Water_Availability_in_Unconfined_Aquifier_ham_Other_Parameters_Present_Fresh,Total_Ground_Water_Availability_in_Unconfined_Aquifier_ham_Other_Parameters_Present_Saline,Dynamic_Confined_Ground_Water_Resourcesham_Other_Parameters_Present_Fresh,Dynamic_Confined_Ground_Water_Resourcesham_Other_Parameters_Present_Saline,In-Storage_Confined_Ground_Water_Resourcesham_Other_Parameters_Present_Fresh,In-Storage_Confined_Ground_Water_Resourcesham_Other_Parameters_Present_Saline,Total_Confined_Ground_Water_Resources_ham_Other_Parameters_Present_Fresh,Total_Confined_Ground_Water_Resources_ham_Other_Parameters_Present_Saline,Dynamic_Semi_Confined_Ground_Water_Resources_ham_Other_Parameters_Present_Fresh,Dynamic_Semi_Confined_Ground_Water_Resources_ham_Other_Parameters_Present_Saline,In-Storage_Semi_Confined_Ground_Water_Resources_ham_Other_Parameters_Present_Fresh,In-Storage_Semi_Confined_Ground_Water_Resources_ham_Other_Parameters_Present_Saline,Total_Semi-Confined_Ground_Water_Resources_ham_Other_Parameters_Present_Fresh,Total_Semi-Confined_Ground_Water_Resources_ham_Other_Parameters_Present_Saline,Total_Ground_Water_Availability_in_the_area_ham_Other_Parameters_Present_Fresh,Total_Ground_Water_Availability_in_the_area_ham_Other_Parameters_Present_Saline
N & M ANDAMAN,ANDAMAN AND NICOBAR ISLANDS,Unknown,1.0,0.0,3015.7,0.0,3015.7,0.0,58040.0,0.0,58040.0,286106.0,344146.0,0.0,16376.36,0.0,16376.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.9,0.0,151.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16528.26,0.0,16528.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16528.26,0.0,16528.26,0.0,1652.84,0.0,1652.84,0.0,14875.42,0.0,14875.42,0.0,262.063065,0.0,262.063065,0.0,83.24452468,0.0,83.24452468,0.0,0.804,0.0,0.804,0.0,346.11,0.0,346.11,0.0,2.32672422,0.0,2.32672422,0.0,269.19,0.0,269.19,0.0,14522.18,0.0,14522.18,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14875.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14875.42,0.0
NICOBAR,ANDAMAN AND NICOBAR ISLANDS,Unknown,2.0,0.0,2805.2,2805.2,2805.2,0.0,37247.0,828.0,38075.0,156091.0,194166.0,0.0,10996.24,348.4,11344.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14,0.0,16.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11012.38,348.4,11360.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11012.38,348.4,11360.78,0.0,1101.25,34.84,1136.09,0.0,9911.13,313.56,10224.69,0.0,88.2878425,3.151775,91.4396175,0.0,0.945722795,0.0,0.945722795,0.0,0.253,0.0,0.253,0.0,89.45,3.15,92.6,0.0,0.902520701,1.004592423,0.902520701,0.0,90.68,3.24,90.68,0.0,9819.28,310.32,9819.28,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9911.13,313.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9911.13,313.56
SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS,Unknown,3.0,0.0,3015.7,0.0,3015.7,0.0,31524.0,0.0,31524.0,215321.0,246845.0,0.0,10777.26,0.0,10777.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46,0.0,20.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10797.72,0.0,10797.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10797.72,0.0,10797.72,0.0,1079.76,0.0,1079.76,0.0,9717.96,0.0,9717.96,0.0,322.8561875,0.0,322.8561875,0.0,13.6100975,0.0,13.6100975,0.0,10.647,0.0,10.647,0.0,347.12,0.0,347.12,0.0,3.571943083,0.0,3.571943083,0.0,331.62,0.0,331.62,0.0,9362.07,0.0,9362.07,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9717.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9717.96,0.0
ANJAW,ARUNACHAL PRADESH,Unknown,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619000.0,619000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHANGLANG,ARUNACHAL PRADESH,Unknown,5.0,0.0,2222.9,0.0,2222.9,0.0,53000.0,0.0,53000.0,413200.0,466200.0,0.0,19742.16,0.0,19742.16,0.0,0.0,0.0,0.0,0.0,10336.2,0.0,10336.2,0.0,29.16,0.0,29.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30107.52,0.0,30107.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30107.52,0.0,30107.52,0.0,3010.77,0.0,3010.77,0.0,27096.75,0.0,27096.75,0.0,182.8212785,0.0,182.8212785,0.0,0.0,0.0,0.0,0.0,64.8,0.0,64.8,0.0,247.62,0.0,247.62,0.0,0.91383653,0.0,0.91383653,0.0,225.59,0.0,225.59,0.0,26806.36,0.0,26806.36,0.0,0.0,0.0,Unknown,Unknown,Unknown,1933.439969,1347.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27096.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27096.75,0.0
DIBANG VALLEY,ARUNACHAL PRADESH,Unknown,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912900.0,912900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST KAMENG,ARUNACHAL PRADESH,Unknown,7.0,0.0,2026.3,0.0,2026.3,0.0,31250.0,0.0,31250.0,382150.0,413400.0,0.0,11144.66,0.0,11144.66,0.0,0.0,0.0,0.0,0.0,6383.153024,0.0,6383.14,0.0,32.47,0.0,32.47,0.0,0.0,0.0,0.0,0.0,5.68,0.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17565.95,0.0,17565.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17565.95,0.0,17565.95,0.0,1756.59,0.0,1756.59,0.0,15809.36,0.0,15809.36,0.0,14.72256335,0.0,14.72256335,0.0,0.0,0.0,0.0,0.0,94.1,0.0,94.1,0.0,108.82,0.0,108.82,0.0,0.688326409,0.0,0.688326409,0.0,23.5,0.0,23.5,0.0,15691.77,0.0,15691.77,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15809.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15809.36,0.0
EAST SIANG,ARUNACHAL PRADESH,Unknown,8.0,0.0,4398.6,0.0,4398.6,0.0,110100.0,0.0,110100.0,250200.0,360300.0,0.0,70296.68,0.0,70296.68,0.0,0.0,0.0,0.0,0.0,9924.6055,0.0,9924.6,0.0,40.16,0.0,40.16,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80266.44,0.0,80266.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,254.72,0.0,254.72,0.0,0.0,0.0,0.0,0.0,-254.8,0.0,-254.8,0.0,80011.64,0.0,80011.64,0.0,8026.64,0.0,8026.64,0.0,71985.0,0.0,71985.0,0.0,64.39847205,0.0,64.39847205,0.0,4.2,0.0,4.2,0.0,110.42,0.0,110.42,0.0,179.02,0.0,179.02,0.0,0.248690699,0.0,0.248690699,0.0,75.08,0.0,75.08,0.0,71795.3,0.0,71795.3,0.0,0.0,0.0,Unknown,Unknown,Unknown,3733.813603,748.7424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71985.0,0.0
KURUNG KUMEY,ARUNACHAL PRADESH,Unknown,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604000.0,604000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOHIT,ARUNACHAL PRADESH,Unknown,10.0,0.0,2998.2,0.0,2998.2,0.0,200000.0,0.0,200000.0,321200.0,521200.0,0.0,105536.64,0.0,105536.64,0.0,0.0,0.0,0.0,0.0,17398.2,0.0,17398.2,0.0,15.32,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122950.16,0.0,122950.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.16,0.0,1278.16,0.0,0.0,0.0,0.0,0.0,-1278.16,0.0,-1278.16,0.0,121672.0,0.0,121672.0,0.0,12295.03,0.0,12295.03,0.0,109376.97,0.0,109376.97,0.0,230.9697005,0.0,230.9697005,0.0,8.4,0.0,8.4,0.0,34.36,0.0,34.36,0.0,273.72,0.0,273.72,0.0,0.250253778,0.0,0.250253778,0.0,279.47,0.0,279.47,0.0,109054.75,0.0,109054.75,0.0,0.0,0.0,Unknown,Unknown,Unknown,9791.13159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109376.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109376.97,0.0
